도,시,차종,제조사,모델명,국가보조금,지자체보조금
전남,곡성군,일반승용,BMW,i4 eDrive40,212.0,212.0
전남,곡성군,일반승용,BMW,i4 M50,198.0,198.0
전남,곡성군,일반승용,BMW,iX1 xDrive30,184.0,184.0
전남,곡성군,일반승용,테슬라코리아,Model Y RWD(2023),210.0,210.0
전남,곡성군,일반승용,테슬라코리아,Model 3 RWD,226.0,226.0
전남,곡성군,일반승용,테슬라코리아,Model 3 Long Range,235.0,235.0
전남,곡성군,일반승용,테슬라코리아,Model Y RWD,211.0,211.0
전남,곡성군,일반승용,테슬라코리아,Model Y Long Range,227.0,227.0
전남,곡성군,일반승용,테슬라코리아,Model Y Performance,231.0,231.0
전남,곡성군,일반승용,테슬라코리아,Model 3 Performance(2024),227.0,227.0
전남,곡성군,일반승용,테슬라코리아,Model Y Long Range 19인치,235.0,235.0
전남,곡성군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(5인승),217.0,217.0
전남,곡성군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(7인승),217.0,217.0
전남,곡성군,일반승용,메르세데스벤츠코리아,EQA250(Facelift),256.0,256.0
전남,곡성군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),220.0,220.0
전남,곡성군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),220.0,220.0
전남,곡성군,일반승용,스텔란티스코리아,Peugeot e-208,349.0,349.0
전남,곡성군,일반승용,스텔란티스코리아,Peugeot e-2008 SUV,331.0,331.0
전남,곡성군,일반승용,스텔란티스코리아,짚 어벤저,359.0,359.0
전남,곡성군,일반승용,아우디폭스바겐코리아,폭스바겐 ID.4 Pro,492.0,492.0
전남,곡성군,일반승용,아우디폭스바겐코리아,아우디 Q4 40 e-tron,196.0,196.0
전남,곡성군,일반승용,아우디폭스바겐코리아,아우디 Q4 Sportback 40 e-tron,198.0,198.0
전남,곡성군,일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,457.0,457.0
전남,곡성군,일반승용,케이지모빌리티,토레스 EVX 2WD 20인치,443.0,443.0
전남,곡성군,일반승용,케이지모빌리티,코란도 EV 2WD,399.0,399.0
전남,곡성군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY23),427.0,409.0
전남,곡성군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY23),163.0,162.0
전남,곡성군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY24),439.0,439.0
전남,곡성군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY24),186.0,186.0
전남,곡성군,일반승용,볼보자동차코리아,볼보 C40 Recharge Twin,201.0,201.0
전남,곡성군,일반승용,볼보자동차코리아,볼보 XC40 Recharge Twin,192.0,192.0
전남,곡성군,일반승용,한국토요타자동차,렉서스 RZ450e,276.0,276.0
전남,곡성군,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,452.0,452.0
전남,곡성군,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,452.0,452.0
전남,곡성군,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,452.0,452.0
전남,곡성군,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치,520.0,520.0
전남,곡성군,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,520.0,520.0
전남,곡성군,초소형,마이브,마이브 M1,250.0,85.0
전남,곡성군,초소형,쎄보모빌리티,CEVO-C SE,250.0,85.0
전남,곡성군,초소형,쎄보모빌리티,CEVO-C SE VAN,250.0,85.0
전남,구례군,일반승용,현대자동차,Electrified G80 AWD 19인치,310.0,357.0
전남,구례군,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,325.0,375.0
전남,구례군,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,310.0,357.0
전남,구례군,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,300.0,346.0
전남,구례군,일반승용,현대자동차,GV60 퍼포먼스 AWD 21인치,285.0,328.0
전남,구례군,일반승용,현대자동차,Electrified GV70 AWD 20인치,295.0,340.0
전남,구례군,일반승용,현대자동차,Electrified GV70 AWD 19인치,310.0,357.0
전남,구례군,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치,690.0,750.0
전남,구례군,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,690.0,750.0
전남,구례군,일반승용,현대자동차,아이오닉5 2WD 롱레인지 20인치,673.0,730.0
전남,구례군,일반승용,현대자동차,아이오닉5 AWD 롱레인지 19인치,673.0,730.0
전남,구례군,일반승용,현대자동차,아이오닉5 AWD 롱레인지 20인치,645.0,698.0
전남,구례군,일반승용,현대자동차,아이오닉5 2WD 스탠다드 19인치,630.0,681.0
전남,구례군,일반승용,현대자동차,아이오닉5 AWD 스탠다드 19인치,606.0,654.0
전남,구례군,일반승용,현대자동차,아이오닉6 스탠다드 2WD 18인치,719.0,744.0
전남,구례군,일반승용,현대자동차,아이오닉6 롱레인지 2WD 18인치,726.0,750.0
전남,구례군,일반승용,현대자동차,아이오닉6 롱레인지 2WD 20인치,726.0,750.0
전남,구례군,일반승용,현대자동차,아이오닉6 롱레인지 AWD 18인치,726.0,750.0
전남,구례군,일반승용,현대자동차,아이오닉6 롱레인지 AWD 20인치,707.0,728.0
전남,구례군,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,593.0,647.0
전남,구례군,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,651.0,714.0
전남,구례군,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,601.0,656.0
전남,구례군,일반승용,현대자동차,아이오닉5 N,280.0,323.0
전남,구례군,일반승용,현대자동차,더뉴아이오닉5 2WD 19인치 빌트인 캠 미적용,650.0,750.0
전남,구례군,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,650.0,750.0
전남,구례군,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,643.0,741.0
전남,구례군,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,624.0,720.0
전남,구례군,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,636.0,733.0
전남,구례군,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,611.0,705.0
전남,구례군,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,611.0,705.0
전남,구례군,일반승용,기아,EV6 스탠다드 2WD 19인치,675.0,716.0
전남,구례군,일반승용,기아,EV6 롱레인지 2WD 20인치,683.0,724.0
전남,구례군,일반승용,기아,EV6 롱레인지 4WD 20인치,661.0,699.0
전남,구례군,일반승용,기아,EV6 롱레인지 2WD 19인치,684.0,725.0
전남,구례군,일반승용,기아,EV6 롱레인지 4WD 19인치,684.0,725.0
전남,구례군,일반승용,기아,EV6 스탠다드 4WD 19인치,649.0,686.0
전남,구례군,일반승용,기아,니로 플러스(DP),592.0,683.0
전남,구례군,일반승용,기아,The all-new Kia Niro EV(24MY),627.0,669.0
전남,구례군,일반승용,기아,The all-new Kia Niro EV(25MY),596.0,669.0
전남,구례군,일반승용,기아,EV6 GT,267.0,308.0
전남,구례군,일반승용,기아,EV9 2WD 19인치,301.0,347.0
전남,구례군,일반승용,기아,EV9 2WD 20인치,298.0,343.0
전남,구례군,일반승용,기아,EV9 4WD 19인치,287.0,331.0
전남,구례군,일반승용,기아,EV9 4WD 21인치,291.0,335.0
전남,구례군,일반승용,기아,EV9 GTL 4WD 21인치,286.0,330.0
전남,구례군,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,606.0,699.0
전남,구례군,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,623.0,718.0
전남,구례군,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,625.0,721.0
전남,구례군,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,630.0,726.0
전남,구례군,일반승용,기아,EV3 롱레인지 2WD 17인치,622.0,717.0
전남,구례군,일반승용,기아,EV3 롱레인지 2WD 19인치,622.0,717.0
전남,구례군,일반승용,기아,EV3 스탠다드 2WD,573.0,661.0
전남,구례군,일반승용,BMW,iX3 M Sport,205.0,236.0
전남,구례군,일반승용,BMW,i4 eDrive40,212.0,244.0
전남,구례군,일반승용,BMW,i4 M50,198.0,228.0
전남,구례군,일반승용,BMW,iX1 xDrive30,184.0,212.0
전남,구례군,일반승용,테슬라코리아,Model Y RWD(2023),210.0,242.0
전남,구례군,일반승용,테슬라코리아,Model 3 RWD,226.0,257.0
전남,구례군,일반승용,테슬라코리아,Model 3 Long Range,235.0,271.0
전남,구례군,일반승용,테슬라코리아,Model Y RWD,211.0,243.0
전남,구례군,일반승용,테슬라코리아,Model Y Long Range,227.0,261.0
전남,구례군,일반승용,테슬라코리아,Model Y Performance,231.0,266.0
전남,구례군,일반승용,테슬라코리아,Model 3 Performance(2024),227.0,261.0
전남,구례군,일반승용,테슬라코리아,Model Y Long Range 19인치,235.0,271.0
전남,구례군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(5인승),217.0,250.0
전남,구례군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(7인승),217.0,250.0
전남,구례군,일반승용,메르세데스벤츠코리아,EQA250(Facelift),256.0,295.0
전남,구례군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),220.0,253.0
전남,구례군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),220.0,253.0
전남,구례군,일반승용,스텔란티스코리아,Peugeot e-208,349.0,402.0
전남,구례군,일반승용,스텔란티스코리아,Peugeot e-2008 SUV,331.0,381.0
전남,구례군,일반승용,스텔란티스코리아,짚 어벤저,359.0,414.0
전남,구례군,일반승용,아우디폭스바겐코리아,폭스바겐 ID.4 Pro,492.0,567.0
전남,구례군,일반승용,아우디폭스바겐코리아,아우디 Q4 40 e-tron,196.0,226.0
전남,구례군,일반승용,아우디폭스바겐코리아,아우디 Q4 Sportback 40 e-tron,198.0,228.0
전남,구례군,일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,457.0,527.0
전남,구례군,일반승용,케이지모빌리티,토레스 EVX 2WD 20인치,443.0,511.0
전남,구례군,일반승용,케이지모빌리티,코란도 EV 2WD,399.0,460.0
전남,구례군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY23),427.0,471.0
전남,구례군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY23),163.0,188.0
전남,구례군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY24),439.0,506.0
전남,구례군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY24),186.0,214.0
전남,구례군,일반승용,볼보자동차코리아,볼보 C40 Recharge Twin,201.0,231.0
전남,구례군,일반승용,볼보자동차코리아,볼보 XC40 Recharge Twin,192.0,221.0
전남,구례군,일반승용,한국토요타자동차,렉서스 RZ450e,276.0,318.0
전남,구례군,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,452.0,521.0
전남,구례군,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,452.0,521.0
전남,구례군,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,452.0,521.0
전남,구례군,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치,520.0,600.0
전남,구례군,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,520.0,600.0
전남,구례군,초소형,마이브,마이브 M1,250.0,285.0
전남,구례군,초소형,쎄보모빌리티,CEVO-C SE,250.0,415.0
전남,구례군,초소형,쎄보모빌리티,CEVO-C SE VAN,250.0,415.0
전남,고흥군,일반승용,현대자동차,Electrified G80 AWD 19인치,310.0,357.0
전남,고흥군,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,325.0,375.0
전남,고흥군,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,310.0,357.0
전남,고흥군,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,300.0,346.0
전남,고흥군,일반승용,현대자동차,GV60 퍼포먼스 AWD 21인치,285.0,328.0
전남,고흥군,일반승용,현대자동차,Electrified GV70 AWD 20인치,295.0,340.0
전남,고흥군,일반승용,현대자동차,Electrified GV70 AWD 19인치,310.0,357.0
전남,고흥군,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치,690.0,750.0
전남,고흥군,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,690.0,750.0
전남,고흥군,일반승용,현대자동차,아이오닉5 2WD 롱레인지 20인치,673.0,730.0
전남,고흥군,일반승용,현대자동차,아이오닉5 AWD 롱레인지 19인치,673.0,730.0
전남,고흥군,일반승용,현대자동차,아이오닉5 AWD 롱레인지 20인치,645.0,698.0
전남,고흥군,일반승용,현대자동차,아이오닉5 2WD 스탠다드 19인치,630.0,681.0
전남,고흥군,일반승용,현대자동차,아이오닉5 AWD 스탠다드 19인치,606.0,654.0
전남,고흥군,일반승용,현대자동차,아이오닉6 스탠다드 2WD 18인치,719.0,744.0
전남,고흥군,일반승용,현대자동차,아이오닉6 롱레인지 2WD 18인치,726.0,750.0
전남,고흥군,일반승용,현대자동차,아이오닉6 롱레인지 2WD 20인치,726.0,750.0
전남,고흥군,일반승용,현대자동차,아이오닉6 롱레인지 AWD 18인치,726.0,750.0
전남,고흥군,일반승용,현대자동차,아이오닉6 롱레인지 AWD 20인치,707.0,728.0
전남,고흥군,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,593.0,647.0
전남,고흥군,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,651.0,714.0
전남,고흥군,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,601.0,656.0
전남,고흥군,일반승용,현대자동차,아이오닉5 N,280.0,323.0
전남,고흥군,일반승용,현대자동차,더뉴아이오닉5 2WD 19인치 빌트인 캠 미적용,650.0,750.0
전남,고흥군,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,650.0,750.0
전남,고흥군,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,643.0,741.0
전남,고흥군,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,624.0,720.0
전남,고흥군,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,636.0,733.0
전남,고흥군,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,611.0,705.0
전남,고흥군,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,611.0,705.0
전남,고흥군,일반승용,기아,EV6 스탠다드 2WD 19인치,675.0,716.0
전남,고흥군,일반승용,기아,EV6 롱레인지 2WD 20인치,683.0,724.0
전남,고흥군,일반승용,기아,EV6 롱레인지 4WD 20인치,661.0,699.0
전남,고흥군,일반승용,기아,EV6 롱레인지 2WD 19인치,684.0,725.0
전남,고흥군,일반승용,기아,EV6 롱레인지 4WD 19인치,684.0,725.0
전남,고흥군,일반승용,기아,EV6 스탠다드 4WD 19인치,649.0,686.0
전남,고흥군,일반승용,기아,니로 플러스(DP),592.0,683.0
전남,고흥군,일반승용,기아,The all-new Kia Niro EV(24MY),627.0,669.0
전남,고흥군,일반승용,기아,The all-new Kia Niro EV(25MY),596.0,669.0
전남,고흥군,일반승용,기아,EV6 GT,267.0,308.0
전남,고흥군,일반승용,기아,EV9 2WD 19인치,301.0,347.0
전남,고흥군,일반승용,기아,EV9 2WD 20인치,298.0,343.0
전남,고흥군,일반승용,기아,EV9 4WD 19인치,287.0,331.0
전남,고흥군,일반승용,기아,EV9 4WD 21인치,291.0,335.0
전남,고흥군,일반승용,기아,EV9 GTL 4WD 21인치,286.0,330.0
전남,고흥군,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,606.0,699.0
전남,고흥군,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,623.0,718.0
전남,고흥군,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,625.0,721.0
전남,고흥군,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,630.0,726.0
전남,고흥군,일반승용,기아,EV3 롱레인지 2WD 17인치,622.0,717.0
전남,고흥군,일반승용,기아,EV3 롱레인지 2WD 19인치,622.0,717.0
전남,고흥군,일반승용,기아,EV3 스탠다드 2WD,573.0,661.0
전남,고흥군,일반승용,BMW,iX3 M Sport,205.0,236.0
전남,고흥군,일반승용,BMW,i4 eDrive40,212.0,244.0
전남,고흥군,일반승용,BMW,i4 M50,198.0,228.0
전남,고흥군,일반승용,BMW,iX1 xDrive30,184.0,212.0
전남,고흥군,일반승용,테슬라코리아,Model Y RWD(2023),210.0,242.0
전남,고흥군,일반승용,테슬라코리아,Model 3 RWD,226.0,260.0
전남,고흥군,일반승용,테슬라코리아,Model 3 Long Range,235.0,271.0
전남,고흥군,일반승용,테슬라코리아,Model Y RWD,211.0,243.0
전남,고흥군,일반승용,테슬라코리아,Model Y Long Range,227.0,261.0
전남,고흥군,일반승용,테슬라코리아,Model Y Performance,231.0,266.0
전남,고흥군,일반승용,테슬라코리아,Model 3 Performance(2024),227.0,261.0
전남,고흥군,일반승용,테슬라코리아,Model Y Long Range 19인치,235.0,271.0
전남,고흥군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(5인승),217.0,250.0
전남,고흥군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(7인승),217.0,250.0
전남,고흥군,일반승용,메르세데스벤츠코리아,EQA250(Facelift),256.0,295.0
전남,고흥군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),220.0,253.0
전남,고흥군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),220.0,253.0
전남,고흥군,일반승용,스텔란티스코리아,Peugeot e-208,349.0,402.0
전남,고흥군,일반승용,스텔란티스코리아,Peugeot e-2008 SUV,331.0,381.0
전남,고흥군,일반승용,스텔란티스코리아,짚 어벤저,359.0,414.0
전남,고흥군,일반승용,아우디폭스바겐코리아,폭스바겐 ID.4 Pro,492.0,567.0
전남,고흥군,일반승용,아우디폭스바겐코리아,아우디 Q4 40 e-tron,196.0,226.0
전남,고흥군,일반승용,아우디폭스바겐코리아,아우디 Q4 Sportback 40 e-tron,198.0,228.0
전남,고흥군,일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,457.0,527.0
전남,고흥군,일반승용,케이지모빌리티,토레스 EVX 2WD 20인치,443.0,511.0
전남,고흥군,일반승용,케이지모빌리티,코란도 EV 2WD,399.0,460.0
전남,고흥군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY23),427.0,471.0
전남,고흥군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY23),163.0,188.0
전남,고흥군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY24),439.0,506.0
전남,고흥군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY24),186.0,214.0
전남,고흥군,일반승용,볼보자동차코리아,볼보 C40 Recharge Twin,201.0,231.0
전남,고흥군,일반승용,볼보자동차코리아,볼보 XC40 Recharge Twin,192.0,221.0
전남,고흥군,일반승용,한국토요타자동차,렉서스 RZ450e,276.0,318.0
전남,고흥군,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,452.0,616.0
전남,고흥군,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,452.0,616.0
전남,고흥군,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,452.0,616.0
전남,고흥군,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치,520.0,709.0
전남,고흥군,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,520.0,709.0
전남,고흥군,초소형,마이브,마이브 M1,250.0,385.0
전남,고흥군,초소형,쎄보모빌리티,CEVO-C SE,250.0,385.0
전남,고흥군,초소형,쎄보모빌리티,CEVO-C SE VAN,250.0,385.0
전남,보성군,일반승용,현대자동차,Electrified G80 AWD 19인치,310.0,405.0
전남,보성군,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,325.0,425.0
전남,보성군,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,310.0,405.0
전남,보성군,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,300.0,392.0
전남,보성군,일반승용,현대자동차,GV60 퍼포먼스 AWD 21인치,285.0,372.0
전남,보성군,일반승용,현대자동차,Electrified GV70 AWD 20인치,295.0,385.0
전남,보성군,일반승용,현대자동차,Electrified GV70 AWD 19인치,310.0,405.0
전남,보성군,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치,690.0,850.0
전남,보성군,일반승용,현대자동차,아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,690.0,850.0
전남,보성군,일반승용,현대자동차,아이오닉5 2WD 롱레인지 20인치,673.0,827.0
전남,보성군,일반승용,현대자동차,아이오닉5 AWD 롱레인지 19인치,673.0,827.0
전남,보성군,일반승용,현대자동차,아이오닉5 AWD 롱레인지 20인치,645.0,791.0
전남,보성군,일반승용,현대자동차,아이오닉5 2WD 스탠다드 19인치,630.0,772.0
전남,보성군,일반승용,현대자동차,아이오닉5 AWD 스탠다드 19인치,606.0,741.0
전남,보성군,일반승용,현대자동차,아이오닉6 스탠다드 2WD 18인치,719.0,843.0
전남,보성군,일반승용,현대자동차,아이오닉6 롱레인지 2WD 18인치,726.0,850.0
전남,보성군,일반승용,현대자동차,아이오닉6 롱레인지 2WD 20인치,726.0,850.0
전남,보성군,일반승용,현대자동차,아이오닉6 롱레인지 AWD 18인치,726.0,850.0
전남,보성군,일반승용,현대자동차,아이오닉6 롱레인지 AWD 20인치,707.0,825.0
전남,보성군,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,593.0,733.0
전남,보성군,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,651.0,809.0
전남,보성군,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,601.0,744.0
전남,보성군,일반승용,현대자동차,아이오닉5 N,280.0,366.0
전남,보성군,일반승용,현대자동차,더뉴아이오닉5 2WD 19인치 빌트인 캠 미적용,650.0,850.0
전남,보성군,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,650.0,850.0
전남,보성군,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,643.0,840.0
전남,보성군,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,624.0,816.0
전남,보성군,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,636.0,831.0
전남,보성군,일반승용,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,611.0,799.0
전남,보성군,일반승용,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,611.0,799.0
전남,보성군,일반승용,기아,EV6 스탠다드 2WD 19인치,675.0,812.0
전남,보성군,일반승용,기아,EV6 롱레인지 2WD 20인치,683.0,821.0
전남,보성군,일반승용,기아,EV6 롱레인지 4WD 20인치,661.0,792.0
전남,보성군,일반승용,기아,EV6 롱레인지 2WD 19인치,684.0,822.0
전남,보성군,일반승용,기아,EV6 롱레인지 4WD 19인치,684.0,822.0
전남,보성군,일반승용,기아,EV6 스탠다드 4WD 19인치,649.0,778.0
전남,보성군,일반승용,기아,니로 플러스(DP),592.0,774.0
전남,보성군,일반승용,기아,The all-new Kia Niro EV(24MY),627.0,758.0
전남,보성군,일반승용,기아,The all-new Kia Niro EV(25MY),596.0,758.0
전남,보성군,일반승용,기아,EV6 GT,267.0,349.0
전남,보성군,일반승용,기아,EV9 2WD 19인치,301.0,393.0
전남,보성군,일반승용,기아,EV9 2WD 20인치,298.0,389.0
전남,보성군,일반승용,기아,EV9 4WD 19인치,287.0,375.0
전남,보성군,일반승용,기아,EV9 4WD 21인치,291.0,380.0
전남,보성군,일반승용,기아,EV9 GTL 4WD 21인치,286.0,374.0
전남,보성군,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,606.0,792.0
전남,보성군,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,623.0,814.0
전남,보성군,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,625.0,817.0
전남,보성군,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,630.0,823.0
전남,보성군,일반승용,기아,EV3 롱레인지 2WD 17인치,622.0,813.0
전남,보성군,일반승용,기아,EV3 롱레인지 2WD 19인치,622.0,813.0
전남,보성군,일반승용,기아,EV3 스탠다드 2WD,573.0,749.0
전남,보성군,일반승용,BMW,iX3 M Sport,205.0,268.0
전남,보성군,일반승용,BMW,i4 eDrive40,212.0,277.0
전남,보성군,일반승용,BMW,i4 M50,198.0,258.0
전남,보성군,일반승용,BMW,iX1 xDrive30,184.0,240.0
전남,보성군,일반승용,테슬라코리아,Model Y RWD(2023),210.0,274.0
전남,보성군,일반승용,테슬라코리아,Model 3 RWD,226.0,295.0
전남,보성군,일반승용,테슬라코리아,Model 3 Long Range,235.0,307.0
전남,보성군,일반승용,테슬라코리아,Model Y RWD,211.0,276.0
전남,보성군,일반승용,테슬라코리아,Model Y Long Range,227.0,296.0
전남,보성군,일반승용,테슬라코리아,Model Y Performance,231.0,302.0
전남,보성군,일반승용,테슬라코리아,Model 3 Performance(2024),227.0,296.0
전남,보성군,일반승용,테슬라코리아,Model Y Long Range 19인치,235.0,307.0
전남,보성군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(5인승),217.0,283.0
전남,보성군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Pre-Facelift)(7인승),217.0,283.0
전남,보성군,일반승용,메르세데스벤츠코리아,EQA250(Facelift),256.0,334.0
전남,보성군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),220.0,287.0
전남,보성군,일반승용,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),220.0,287.0
전남,보성군,일반승용,스텔란티스코리아,Peugeot e-208,349.0,456.0
전남,보성군,일반승용,스텔란티스코리아,Peugeot e-2008 SUV,331.0,432.0
전남,보성군,일반승용,스텔란티스코리아,짚 어벤저,359.0,469.0
전남,보성군,일반승용,아우디폭스바겐코리아,폭스바겐 ID.4 Pro,492.0,643.0
전남,보성군,일반승용,아우디폭스바겐코리아,아우디 Q4 40 e-tron,196.0,256.0
전남,보성군,일반승용,아우디폭스바겐코리아,아우디 Q4 Sportback 40 e-tron,198.0,258.0
전남,보성군,일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,457.0,597.0
전남,보성군,일반승용,케이지모빌리티,토레스 EVX 2WD 20인치,443.0,579.0
전남,보성군,일반승용,케이지모빌리티,코란도 EV 2WD,399.0,512.0
전남,보성군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY23),427.0,534.0
전남,보성군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY23),163.0,213.0
전남,보성군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Single Motor(MY24),439.0,574.0
전남,보성군,일반승용,폴스타오토모티브코리아,Polestar 2 Long Range Dual Motor(MY24),186.0,243.0
전남,보성군,일반승용,볼보자동차코리아,볼보 C40 Recharge Twin,201.0,262.0
전남,보성군,일반승용,볼보자동차코리아,볼보 XC40 Recharge Twin,192.0,251.0
전남,보성군,일반승용,한국토요타자동차,렉서스 RZ450e,276.0,360.0
전남,보성군,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,452.0,590.0
전남,보성군,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,452.0,590.0
전남,보성군,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,452.0,590.0
